iter	F1	Logloss
755	0.03448275862	0.3854111985
756	0.03448275862	0.3854081993
757	0.03448275862	0.3853322428
758	0.03448275862	0.3852705755
759	0.03448275862	0.3852686627
760	0.03448275862	0.3851974774
761	0.03448275862	0.3851291735
762	0.03448275862	0.3850279762
763	0.03448275862	0.384927898
764	0.03448275862	0.3848680056
765	0.03448275862	0.3847837999
766	0.03448275862	0.3847219061
767	0.03448275862	0.3847177798
768	0.03448275862	0.3847176266
769	0.03448275862	0.3846518014
770	0.03448275862	0.3845756211
771	0.03448275862	0.3845657175
772	0.03448275862	0.3844577682
773	0.03448275862	0.3844034192
774	0.03448275862	0.3842807321
775	0.03448275862	0.3842514377
776	0.03448275862	0.3841779942
777	0.03448275862	0.38415979
778	0.03448275862	0.384153285
779	0.03448275862	0.3841060896
780	0.03448275862	0.384090468
781	0.03448275862	0.384029114
782	0.03448275862	0.3839830309
783	0.03448275862	0.3837992326
784	0.03448275862	0.3837433017
785	0.03448275862	0.3837404897
786	0.03448275862	0.3837192501
787	0.03448275862	0.3837068394
788	0.03448275862	0.3836992285
789	0.03448275862	0.3836911884
790	0.03448275862	0.383630001
791	0.03448275862	0.3834773648
792	0.03448275862	0.3834100841
793	0.03448275862	0.3833307056
794	0.03448275862	0.3832487312
795	0.03448275862	0.3831814685
796	0.03448275862	0.3831307075
797	0.03448275862	0.3830635867
798	0.03448275862	0.3827864802
799	0.03448275862	0.3827863886
800	0.03448275862	0.3827863077
801	0.06779661017	0.3826865417
802	0.06779661017	0.3826692428
803	0.06779661017	0.3826308607
804	0.06779661017	0.3825685676
805	0.1	0.3824413259
806	0.1	0.3822662986
807	0.1	0.3821948757
808	0.1	0.3821871388
809	0.1	0.3821722748
810	0.1	0.3821509657
811	0.1	0.3820774105
812	0.1	0.3819468027
813	0.1	0.3818906139
814	0.1	0.3817858248
815	0.1	0.3817009026
816	0.1	0.3816932413
817	0.1	0.3816930032
818	0.1	0.3816239122
819	0.1	0.3816114274
820	0.1	0.3814434535
821	0.1	0.3814340754
822	0.1	0.3813594516
823	0.1	0.3813594065
824	0.131147541	0.381238611
825	0.131147541	0.3811897949
826	0.131147541	0.3811416813
827	0.131147541	0.3810470126
828	0.131147541	0.3810309927
829	0.131147541	0.3808410167
830	0.131147541	0.3807820269
831	0.131147541	0.3807703187
832	0.131147541	0.3806567078
833	0.131147541	0.3804559843
834	0.131147541	0.3803957494
835	0.131147541	0.3803002392
836	0.131147541	0.3801762483
837	0.131147541	0.3801153895
838	0.131147541	0.3801055244
839	0.1612903226	0.3799488592
840	0.1612903226	0.3798290369
841	0.1612903226	0.3797590568
842	0.1612903226	0.3797590374
843	0.1612903226	0.3797247934
844	0.1612903226	0.3797039682
845	0.1612903226	0.379647843
846	0.1612903226	0.3796478254
847	0.1612903226	0.3795710356
848	0.1612903226	0.3795522951
849	0.1612903226	0.3795522779
850	0.1612903226	0.3795522609
851	0.1612903226	0.3794970416
852	0.1612903226	0.3794124231
853	0.1612903226	0.3794124086
854	0.1612903226	0.379387127
855	0.1612903226	0.3793458972
856	0.1612903226	0.3792707118
857	0.1612903226	0.3792361512
858	0.1612903226	0.3791797543
859	0.1612903226	0.3791567204
860	0.1612903226	0.3790986825
861	0.1612903226	0.3790191435
862	0.1612903226	0.3789108018
863	0.1612903226	0.3787785824
864	0.1612903226	0.3787297367
865	0.1612903226	0.378729728
866	0.1612903226	0.3786327682
867	0.1904761905	0.3785102146
868	0.1904761905	0.3785002287
869	0.21875	0.3784454706
870	0.21875	0.3784040928
871	0.21875	0.3783039461
872	0.21875	0.3781545822
873	0.21875	0.3780855414
874	0.21875	0.3780855362
875	0.21875	0.3779086734
876	0.21875	0.3778412665
877	0.21875	0.3778396139
878	0.21875	0.3778396104
879	0.21875	0.3778095035
880	0.21875	0.3777311674
881	0.21875	0.3777311642
882	0.21875	0.3776754166
883	0.21875	0.377606645
884	0.21875	0.3775667853
885	0.21875	0.3775351064
886	0.21875	0.3774535577
887	0.21875	0.3773672772
888	0.21875	0.3773170794
889	0.21875	0.3772436484
890	0.21875	0.3771796847
891	0.21875	0.3771239204
892	0.21875	0.3770310863
893	0.21875	0.3768834277
894	0.21875	0.3768834262
895	0.21875	0.3768822763
896	0.21875	0.3768570345
897	0.21875	0.3767596114
898	0.21875	0.3767157532
899	0.21875	0.3765773255
900	0.21875	0.3765665973
901	0.21875	0.3764870742
902	0.21875	0.3764579867
903	0.21875	0.3764579859
904	0.21875	0.3764266496
905	0.21875	0.3764217567
906	0.21875	0.3763929719
907	0.21875	0.3763243423
908	0.21875	0.3762123077
909	0.21875	0.3762123074
910	0.21875	0.3760902367
911	0.21875	0.3760203047
912	0.21875	0.3760203045
913	0.21875	0.3759835046
914	0.21875	0.3759413406
915	0.21875	0.375872836
916	0.21875	0.3757820033
917	0.21875	0.3757017323
918	0.21875	0.3756200473
919	0.21875	0.375516697
920	0.21875	0.3754810301
921	0.21875	0.3754330462
922	0.21875	0.3753807913
923	0.21875	0.3753396671
924	0.21875	0.3752663879
925	0.21875	0.375158238
926	0.21875	0.3749819019
927	0.21875	0.3749509601
928	0.21875	0.3748570071
929	0.21875	0.3747519643
930	0.21875	0.3746770486
931	0.21875	0.3746770486
932	0.21875	0.3745210114
933	0.21875	0.3743766299
934	0.21875	0.374376629
935	0.21875	0.374281864
936	0.21875	0.3742149655
937	0.21875	0.3741367071
938	0.21875	0.3740665807
939	0.21875	0.3739677695
940	0.21875	0.3738860048
941	0.21875	0.3738701264
942	0.21875	0.3737841018
943	0.21875	0.3737088815
944	0.21875	0.3737088787
945	0.21875	0.3736424916
946	0.21875	0.3734695675
947	0.21875	0.3734168984
948	0.21875	0.3733855374
949	0.21875	0.3733477489
950	0.21875	0.3732460494
951	0.21875	0.3732460457
952	0.21875	0.3732424323
953	0.21875	0.3731850775
954	0.21875	0.3731850736
955	0.21875	0.3731186964
956	0.21875	0.3729568689
957	0.21875	0.372956864
958	0.21875	0.372956859
959	0.21875	0.3727734561
960	0.21875	0.372707547
961	0.21875	0.3726664764
962	0.21875	0.3726592315
963	0.21875	0.372605349
964	0.21875	0.3725557531
965	0.21875	0.3725110743
966	0.21875	0.3724819589
967	0.21875	0.3724376873
968	0.2461538462	0.3722264127
969	0.2461538462	0.3720736495
970	0.2461538462	0.3719784261
971	0.2461538462	0.371804766
972	0.2461538462	0.3717508234
973	0.2461538462	0.3717200249
974	0.2461538462	0.3715637962
975	0.2461538462	0.3715637828
976	0.2461538462	0.3714952407
977	0.2461538462	0.3714100602
978	0.2461538462	0.3713626983
979	0.2461538462	0.3713120313
980	0.2461538462	0.3711743086
981	0.2461538462	0.3710950199
982	0.2461538462	0.3709852621
983	0.2461538462	0.3709187465
984	0.2461538462	0.3707999986
985	0.2461538462	0.3707559397
986	0.2461538462	0.370692767
987	0.2461538462	0.3706915414
988	0.2461538462	0.3706395703
989	0.2461538462	0.370585464
990	0.2461538462	0.3705484158
991	0.2461538462	0.3705484007
992	0.2461538462	0.3705483312
993	0.2461538462	0.3705415094
994	0.2461538462	0.370498197
995	0.2461538462	0.3704062083
996	0.2461538462	0.3702867716
997	0.2461538462	0.3702662511
998	0.2461538462	0.3700756926
999	0.2461538462	0.3700154625
1000	0.2461538462	0.369958009
1001	0.2461538462	0.3699221711
1002	0.2461538462	0.3698785097
1003	0.2461538462	0.3698373
1004	0.2461538462	0.3697756999
1005	0.2461538462	0.3697570583
1006	0.2461538462	0.3697176965
1007	0.2461538462	0.3696936207
1008	0.2461538462	0.3696330918
1009	0.2461538462	0.3695648618
1010	0.2461538462	0.3695648429
1011	0.2461538462	0.3695648242
1012	0.2461538462	0.3695487449
1013	0.2461538462	0.3694953647
1014	0.2461538462	0.3693928653
1015	0.2461538462	0.3693894582
1016	0.2461538462	0.3693894387
1017	0.2461538462	0.3693226007
1018	0.2461538462	0.369253311
1019	0.2461538462	0.3692011036
1020	0.2461538462	0.369182449
1021	0.2461538462	0.3691792589
1022	0.2461538462	0.3689872217
1023	0.2461538462	0.3688209374
1024	0.2461538462	0.3686299803
1025	0.2461538462	0.3684840733
1026	0.2461538462	0.3684147718
1027	0.2461538462	0.3683459334
1028	0.2461538462	0.3683391132
1029	0.2461538462	0.3683347934
1030	0.2461538462	0.3682984962
1031	0.2461538462	0.3682229999
1032	0.2461538462	0.3681749111
1033	0.2461538462	0.3681297534
1034	0.2461538462	0.3679952892
1035	0.2461538462	0.3679226178
1036	0.2461538462	0.3678247135
1037	0.2461538462	0.3677419791
1038	0.2461538462	0.3676848305
1039	0.2461538462	0.3676489782
1040	0.2461538462	0.3676489462
1041	0.2461538462	0.3676489144
1042	0.2461538462	0.3676058487
1043	0.2461538462	0.3676009265
1044	0.2461538462	0.3675894367
1045	0.2461538462	0.3674694381
1046	0.2461538462	0.3673707461
1047	0.2461538462	0.3673707152
1048	0.2461538462	0.3672368631
1049	0.2461538462	0.3671578306
1050	0.2461538462	0.3670543123
1051	0.2461538462	0.3669934572
1052	0.2461538462	0.3669631049
1053	0.2461538462	0.366886289
1054	0.2461538462	0.3668404757
1055	0.2461538462	0.3667902638
1056	0.2461538462	0.3666694208
1057	0.2461538462	0.3666260275
1058	0.2461538462	0.3666196859
1059	0.2461538462	0.3665979564
1060	0.2461538462	0.3665407073
1061	0.2461538462	0.3664491957
1062	0.2461538462	0.3664319842
1063	0.2461538462	0.3662358038
1064	0.2461538462	0.3661064548
1065	0.2461538462	0.3660588777
1066	0.2727272727	0.3659757052
1067	0.2727272727	0.3659262919
1068	0.2727272727	0.365848714
1069	0.2727272727	0.3658074854
1070	0.2727272727	0.3657383307
1071	0.2727272727	0.365738289
1072	0.2727272727	0.3657017326
1073	0.2727272727	0.3656300745
1074	0.2727272727	0.3656164828
1075	0.2727272727	0.3655296329
1076	0.2727272727	0.3654867662
1077	0.2727272727	0.3654041621
1078	0.2727272727	0.365334022
1079	0.2727272727	0.3652831189
1080	0.2727272727	0.365215295
1081	0.2727272727	0.3651806655
1082	0.2727272727	0.3651564548
1083	0.2727272727	0.3650698709
1084	0.2727272727	0.3650497397
1085	0.2727272727	0.3649328802
1086	0.2727272727	0.3648941276
1087	0.2727272727	0.3648296367
1088	0.2727272727	0.364829594
1089	0.2727272727	0.3648233996
1090	0.2727272727	0.3647652316
1091	0.2727272727	0.3647649151
1092	0.2727272727	0.3647517243
1093	0.2727272727	0.3647097813
1094	0.2727272727	0.3647097382
1095	0.2727272727	0.3646055618
1096	0.2727272727	0.3645007202
1097	0.2727272727	0.3644946074
1098	0.2727272727	0.3644589814
1099	0.2727272727	0.3643989578
1100	0.2727272727	0.3643742266
1101	0.2727272727	0.3643462173
1102	0.2727272727	0.3642048896
1103	0.2727272727	0.3641190017
1104	0.2727272727	0.3640475741
1105	0.2727272727	0.3640014802
1106	0.2727272727	0.3639591482
1107	0.2727272727	0.363869197
