iter	F1	Logloss
1108	0.2727272727	0.3637455065
1109	0.2727272727	0.3637129921
1110	0.2727272727	0.3636817572
1111	0.2727272727	0.3635972792
1112	0.2727272727	0.3635088843
1113	0.2727272727	0.3633755018
1114	0.2727272727	0.3632964279
1115	0.2727272727	0.3632285471
1116	0.2727272727	0.3632044409
1117	0.2727272727	0.3630866213
1118	0.2727272727	0.3630739877
1119	0.2727272727	0.363034443
1120	0.2727272727	0.3630032483
1121	0.2727272727	0.362979389
1122	0.2727272727	0.3629245827
1123	0.2727272727	0.3628611895
1124	0.2727272727	0.3628514759
1125	0.2727272727	0.3628456026
1126	0.2727272727	0.3627476989
1127	0.2727272727	0.3626497562
1128	0.2727272727	0.3626205866
1129	0.2727272727	0.3625243702
1130	0.2727272727	0.3625060353
1131	0.2727272727	0.3624906913
1132	0.2727272727	0.3624214221
1133	0.2727272727	0.3623238966
1134	0.2727272727	0.3622601577
1135	0.2727272727	0.3622600994
1136	0.2727272727	0.3622524694
1137	0.2727272727	0.3621782621
1138	0.2727272727	0.362172532
1139	0.2727272727	0.3621287492
1140	0.2727272727	0.3621078189
1141	0.2727272727	0.3620697552
1142	0.2727272727	0.3620428656
1143	0.2727272727	0.361887842
1144	0.2727272727	0.3618163
1145	0.2727272727	0.3617773409
1146	0.2727272727	0.3617245613
1147	0.2727272727	0.361662223
1148	0.2727272727	0.3615985659
1149	0.2727272727	0.3614335554
1150	0.2727272727	0.3614128012
1151	0.2727272727	0.3613672608
1152	0.2727272727	0.3613231256
1153	0.2727272727	0.3612667634
1154	0.2727272727	0.3612667025
1155	0.2727272727	0.3610976037
1156	0.2727272727	0.3610499089
1157	0.2727272727	0.3610054223
1158	0.2727272727	0.3609283467
1159	0.2727272727	0.3608470033
1160	0.2727272727	0.3608070497
1161	0.2727272727	0.3606362074
1162	0.2727272727	0.360576714
1163	0.2727272727	0.3605765985
1164	0.2727272727	0.3605118171
1165	0.2727272727	0.3604491773
1166	0.2727272727	0.3604093369
1167	0.2727272727	0.3603902501
1168	0.2727272727	0.3603154142
1169	0.2727272727	0.3602371108
1170	0.2727272727	0.3601967814
1171	0.2727272727	0.3601567905
1172	0.2727272727	0.3601365757
1173	0.2727272727	0.3600873296
1174	0.2727272727	0.3599913022
1175	0.2727272727	0.3599158721
1176	0.2727272727	0.3598532059
1177	0.2727272727	0.3598302806
1178	0.2727272727	0.3597762222
1179	0.2727272727	0.3597132306
1180	0.2727272727	0.3596586079
1181	0.2727272727	0.3596204218
1182	0.2727272727	0.359540751
1183	0.2727272727	0.3594155311
1184	0.2727272727	0.3594038692
1185	0.2727272727	0.3593211309
1186	0.2727272727	0.35919568
1187	0.2727272727	0.3591285515
1188	0.2727272727	0.3591132637
1189	0.2727272727	0.3590810131
1190	0.2727272727	0.3590621696
1191	0.2727272727	0.35903723
1192	0.2727272727	0.3589485611
1193	0.2727272727	0.3587899733
1194	0.2727272727	0.3587480035
1195	0.2727272727	0.3586034907
1196	0.2727272727	0.3584900376
1197	0.2727272727	0.3584899697
1198	0.2727272727	0.3584581858
1199	0.2727272727	0.3584097341
1200	0.2727272727	0.3583559992
1201	0.2727272727	0.358275035
1202	0.2727272727	0.3581662457
1203	0.2727272727	0.3581430634
1204	0.2727272727	0.3580518005
1205	0.2727272727	0.3579730929
1206	0.2727272727	0.3578686948
1207	0.2727272727	0.3578021433
1208	0.2727272727	0.3576596394
1209	0.2727272727	0.3575844417
1210	0.2727272727	0.3575843694
1211	0.2727272727	0.3575842978
1212	0.2727272727	0.357583956
1213	0.2727272727	0.3575258264
1214	0.2727272727	0.3574741726
1215	0.2727272727	0.3574253264
1216	0.2727272727	0.3573813677
1217	0.2727272727	0.3573696136
1218	0.2727272727	0.3573111643
1219	0.2727272727	0.3572575421
1220	0.2727272727	0.3571483759
1221	0.2727272727	0.3570728142
1222	0.2727272727	0.357072743
1223	0.2727272727	0.356910797
1224	0.2727272727	0.3568382373
1225	0.2727272727	0.3567193084
1226	0.2727272727	0.3566997877
1227	0.2727272727	0.3566262371
1228	0.2727272727	0.3565785714
1229	0.2727272727	0.356400012
1230	0.2727272727	0.3563310901
1231	0.2727272727	0.3562750737
1232	0.2727272727	0.3562683085
1233	0.2727272727	0.3561496717
1234	0.2727272727	0.3561478731
1235	0.2727272727	0.3561171181
1236	0.2727272727	0.3561170379
1237	0.2727272727	0.3560678919
1238	0.2727272727	0.3560069826
1239	0.2727272727	0.3558802228
1240	0.2727272727	0.3558315322
1241	0.2727272727	0.355778872
1242	0.2727272727	0.3557082489
1243	0.2727272727	0.3556306413
1244	0.2727272727	0.3555777516
1245	0.2727272727	0.3555776685
1246	0.2727272727	0.3554565306
1247	0.2727272727	0.3553668058
1248	0.2727272727	0.3553201629
1249	0.2727272727	0.355276759
1250	0.2727272727	0.3551677234
1251	0.2727272727	0.3549788888
1252	0.2727272727	0.3548451222
1253	0.2727272727	0.3548304234
1254	0.2727272727	0.3547901466
1255	0.2727272727	0.3547273635
1256	0.2727272727	0.354681747
1257	0.2727272727	0.3546269757
1258	0.2727272727	0.3545869668
1259	0.2727272727	0.3544912178
1260	0.2727272727	0.3544090058
1261	0.2727272727	0.3543562616
1262	0.2727272727	0.3542972284
1263	0.2727272727	0.3541842568
1264	0.2727272727	0.3541324237
1265	0.2727272727	0.3539368163
1266	0.2727272727	0.3539349849
1267	0.2727272727	0.3539256621
1268	0.2727272727	0.3538848219
1269	0.2727272727	0.3538467832
1270	0.2727272727	0.353825178
1271	0.2727272727	0.35372681
1272	0.2727272727	0.3536458465
1273	0.2727272727	0.3536179593
1274	0.2727272727	0.3535556333
1275	0.2727272727	0.3535133564
1276	0.2727272727	0.3534607299
1277	0.2727272727	0.3534295343
1278	0.2727272727	0.3533950727
1279	0.2727272727	0.353258611
1280	0.2727272727	0.3532421875
1281	0.2727272727	0.3531877891
1282	0.2727272727	0.3531393254
1283	0.2727272727	0.3530235654
1284	0.2727272727	0.3529398886
1285	0.2727272727	0.3528743692
1286	0.2727272727	0.3528535661
1287	0.2727272727	0.3528147997
1288	0.2727272727	0.3527426524
1289	0.2985074627	0.3526240902
1290	0.2985074627	0.3525359669
1291	0.2985074627	0.3523924488
1292	0.2985074627	0.3523795258
1293	0.2985074627	0.352304151
1294	0.2985074627	0.352165836
1295	0.2985074627	0.3521063356
1296	0.2985074627	0.3521018747
1297	0.2985074627	0.3520587201
1298	0.2985074627	0.351950274
1299	0.2985074627	0.351918272
1300	0.2985074627	0.3518497479
1301	0.2985074627	0.351809001
1302	0.2985074627	0.3517166007
1303	0.2985074627	0.3516547052
1304	0.2985074627	0.3516084205
1305	0.2985074627	0.3515311566
1306	0.2985074627	0.3514464702
1307	0.2985074627	0.3514069576
1308	0.2985074627	0.3513772823
1309	0.2985074627	0.3512682676
1310	0.2985074627	0.3512389756
1311	0.2985074627	0.3512347294
1312	0.2985074627	0.3511754084
1313	0.2985074627	0.3511087456
1314	0.2985074627	0.3510427108
1315	0.2985074627	0.3510380345
1316	0.2985074627	0.3509924379
1317	0.2985074627	0.3509049381
1318	0.2985074627	0.3508816653
1319	0.2985074627	0.3506955554
1320	0.2985074627	0.3506405847
1321	0.2985074627	0.3506147557
1322	0.2985074627	0.3505444152
1323	0.2985074627	0.3505443151
1324	0.2985074627	0.3504606423
1325	0.2985074627	0.3503850897
1326	0.2985074627	0.350272592
1327	0.2985074627	0.3502127334
1328	0.2985074627	0.350212632
1329	0.2985074627	0.3501338063
1330	0.2985074627	0.3500666478
1331	0.2985074627	0.3500345437
1332	0.2985074627	0.3500304979
1333	0.2985074627	0.3499562554
1334	0.2985074627	0.3499068974
1335	0.2985074627	0.3497279438
1336	0.2985074627	0.3495919463
1337	0.2985074627	0.3495056129
1338	0.2985074627	0.3494702296
1339	0.2985074627	0.3494641186
1340	0.2985074627	0.3494115075
1341	0.2985074627	0.3493639789
1342	0.2985074627	0.3492762305
1343	0.2985074627	0.3492761269
1344	0.2985074627	0.3491669742
1345	0.2985074627	0.3490929949
1346	0.2985074627	0.3489844723
1347	0.2985074627	0.3489538237
1348	0.2985074627	0.3489163205
1349	0.2985074627	0.3488809495
1350	0.2985074627	0.3487679035
1351	0.2985074627	0.3487673072
1352	0.2985074627	0.3487364564
1353	0.2985074627	0.3486952794
1354	0.2985074627	0.3485770324
1355	0.2985074627	0.3484535426
1356	0.2985074627	0.348399265
1357	0.3235294118	0.3482674394
1358	0.3235294118	0.348193392
1359	0.347826087	0.3481330175
1360	0.3235294118	0.3481155917
1361	0.347826087	0.3480149273
1362	0.347826087	0.3478371866
1363	0.347826087	0.3477696981
1364	0.347826087	0.3477025139
1365	0.347826087	0.3476140081
1366	0.347826087	0.3475562613
1367	0.347826087	0.3475194778
1368	0.3714285714	0.3474625525
1369	0.3714285714	0.3474624154
1370	0.3714285714	0.3474130878
1371	0.3714285714	0.3473540357
1372	0.3714285714	0.3473539292
1373	0.3714285714	0.3472864644
1374	0.3714285714	0.3471655893
1375	0.3714285714	0.3470721217
1376	0.3714285714	0.3470625415
1377	0.3714285714	0.3470240353
1378	0.3714285714	0.3470147684
1379	0.3714285714	0.3469714609
1380	0.3714285714	0.346913156
1381	0.3714285714	0.3468588254
1382	0.3714285714	0.3468249677
1383	0.3714285714	0.3468013907
1384	0.3714285714	0.3467696608
1385	0.3714285714	0.3467267118
1386	0.3714285714	0.3466498832
1387	0.3714285714	0.346617834
1388	0.3714285714	0.3465263173
1389	0.3714285714	0.3464602525
1390	0.3714285714	0.3464480198
1391	0.3714285714	0.3464045768
1392	0.3714285714	0.3463577774
1393	0.3714285714	0.3462116836
1394	0.3714285714	0.3460968981
1395	0.3714285714	0.3460074939
1396	0.3714285714	0.345922214
1397	0.3714285714	0.3458800008
1398	0.3714285714	0.3457929778
1399	0.3714285714	0.3457392759
1400	0.3714285714	0.3456900083
1401	0.3714285714	0.3456355411
1402	0.3714285714	0.3455562798
1403	0.3714285714	0.3455187361
1404	0.3714285714	0.345465339
1405	0.3714285714	0.3453782966
1406	0.3714285714	0.3452917255
1407	0.3714285714	0.3452048931
1408	0.3714285714	0.3451926887
1409	0.3714285714	0.3451314636
1410	0.3714285714	0.3449820465
1411	0.3714285714	0.344830623
1412	0.3714285714	0.3448206505
1413	0.3714285714	0.344771526
1414	0.3714285714	0.3447221723
1415	0.3714285714	0.3446818934
1416	0.3714285714	0.3446470058
1417	0.3714285714	0.3446161218
1418	0.3714285714	0.3445479815
1419	0.3714285714	0.3445141174
1420	0.3714285714	0.3444489981
1421	0.3714285714	0.3444488876
1422	0.3714285714	0.344409459
1423	0.3714285714	0.3443454821
1424	0.3714285714	0.3442441346
1425	0.3714285714	0.3442440263
1426	0.3714285714	0.3441427728
1427	0.3714285714	0.3440260482
1428	0.3714285714	0.3439568779
1429	0.3714285714	0.3437803423
1430	0.3714285714	0.3437802314
1431	0.3714285714	0.343665234
1432	0.3714285714	0.3436062837
1433	0.3714285714	0.3435144369
1434	0.3714285714	0.3435143174
1435	0.3714285714	0.3434587797
1436	0.3714285714	0.3434586654
1437	0.3714285714	0.3433635912
1438	0.3714285714	0.3433079766
1439	0.3714285714	0.3432621182
1440	0.3714285714	0.3431653836
1441	0.3714285714	0.3431343986
1442	0.3714285714	0.3430828708
1443	0.3714285714	0.3430006292
1444	0.3714285714	0.3429440348
1445	0.3714285714	0.3428231331
1446	0.3714285714	0.3428198836
1447	0.3714285714	0.3426850864
1448	0.3714285714	0.3426331125
1449	0.3714285714	0.3425821125
1450	0.3714285714	0.3425214947
1451	0.3714285714	0.3424682911
1452	0.3714285714	0.342430133
1453	0.3714285714	0.3423458768
1454	0.3714285714	0.3422655754
1455	0.3714285714	0.3422096266
1456	0.3714285714	0.3421783803
1457	0.3714285714	0.3421064156
1458	0.3714285714	0.3420684012
1459	0.3714285714	0.3420352103
1460	0.3714285714	0.3419942842
1461	0.3714285714	0.341957837
1462	0.3714285714	0.3419547357
1463	0.3714285714	0.3418750521
1464	0.3714285714	0.34180481
1465	0.3714285714	0.3417166054
1466	0.3714285714	0.3416542684
1467	0.3714285714	0.3415274665
1468	0.3714285714	0.3414074522
1469	0.3714285714	0.341388993
1470	0.3714285714	0.3413444443
1471	0.3714285714	0.3412741221
1472	0.3714285714	0.3412652129
1473	0.3714285714	0.3412096955
1474	0.3714285714	0.3411654697
1475	0.3714285714	0.3411372943
1476	0.3714285714	0.3411036247
1477	0.3714285714	0.340995948
1478	0.3714285714	0.3409187347
1479	0.3714285714	0.3407961339
1480	0.3714285714	0.3407277701
1481	0.3714285714	0.3407248008
1482	0.3714285714	0.3406988259
1483	0.3714285714	0.3406987207
1484	0.3714285714	0.3405890186
1485	0.3943661972	0.3404722349
1486	0.3943661972	0.3402792217
1487	0.3943661972	0.3402455166
1488	0.3943661972	0.3401774885
1489	0.3943661972	0.3401315502
1490	0.3943661972	0.3400874854
1491	0.3943661972	0.34001739
1492	0.3943661972	0.3399545785
1493	0.3943661972	0.3398449846
1494	0.3943661972	0.33975654
1495	0.3943661972	0.3397165515
1496	0.3943661972	0.3397164428
1497	0.3943661972	0.339667982
1498	0.3943661972	0.3396297103
1499	0.3943661972	0.3395909036
1500	0.3943661972	0.3394981537
1501	0.3943661972	0.3392853243
1502	0.3943661972	0.3392558487
1503	0.3943661972	0.3391975216
1504	0.3943661972	0.3391664024
1505	0.3943661972	0.3390348844
1506	0.3943661972	0.3390100783
1507	0.3943661972	0.3389930142
1508	0.3943661972	0.3389068438
1509	0.3943661972	0.3388987793
1510	0.3943661972	0.3388027423
1511	0.3943661972	0.3387476612
1512	0.3943661972	0.3386798614
1513	0.3943661972	0.3385340639
1514	0.3943661972	0.3385162005
1515	0.3943661972	0.3385095733
1516	0.3943661972	0.3384936092
1517	0.3943661972	0.3384585964
1518	0.3943661972	0.3384544684
1519	0.3943661972	0.3383547851
1520	0.3943661972	0.3382587499
1521	0.3943661972	0.3381878608
1522	0.3943661972	0.3381227126
1523	0.3943661972	0.3380614501
1524	0.3943661972	0.3380029579
1525	0.3943661972	0.3379413297
1526	0.3943661972	0.337862423
1527	0.3943661972	0.3378594529
1528	0.3943661972	0.337793118
1529	0.3943661972	0.337782551
1530	0.3943661972	0.3377212433
1531	0.3943661972	0.337602263
1532	0.3943661972	0.3375703916
1533	0.3943661972	0.3374969035
1534	0.3943661972	0.3374098331
1535	0.3943661972	0.3374045237
1536	0.3943661972	0.3373627809
1537	0.3943661972	0.3372338404
1538	0.3943661972	0.337049621
1539	0.3943661972	0.3370414618
1540	0.3943661972	0.336996821
1541	0.3943661972	0.3369482359
1542	0.3943661972	0.3369090958
1543	0.3943661972	0.3368311788
1544	0.3943661972	0.3367567732
1545	0.3943661972	0.3366195533
1546	0.3943661972	0.3365674184
1547	0.3943661972	0.3365239931
1548	0.3943661972	0.3365238909
1549	0.3943661972	0.33641052
1550	0.3943661972	0.336329931
1551	0.3943661972	0.3363085798
1552	0.3943661972	0.3362247519
1553	0.3943661972	0.3361821565
1554	0.3943661972	0.3361238077
1555	0.3943661972	0.3360625998
1556	0.3943661972	0.3360472056
1557	0.3943661972	0.3360257182
1558	0.3943661972	0.3360213285
1559	0.3943661972	0.3359802859
1560	0.3943661972	0.3357935883
1561	0.3943661972	0.3357454132
1562	0.3943661972	0.3356963889
1563	0.3943661972	0.3356067728
1564	0.3943661972	0.3355036339
1565	0.3943661972	0.335423828
1566	0.3943661972	0.3353766917
1567	0.3943661972	0.3352664751
1568	0.3943661972	0.3352261744
1569	0.3943661972	0.3352234732
1570	0.3943661972	0.3352233831
1571	0.3943661972	0.3351287906
1572	0.3943661972	0.3350537179
1573	0.3943661972	0.3350024166
1574	0.3943661972	0.33496535
1575	0.3943661972	0.3349486873
1576	0.3943661972	0.3349116517
1577	0.3943661972	0.3348518631
1578	0.3943661972	0.3347016234
1579	0.3943661972	0.3346777786
1580	0.3943661972	0.3345233579
1581	0.3943661972	0.3344563448
1582	0.3943661972	0.3343865413
1583	0.3943661972	0.33431768
1584	0.3943661972	0.3342881338
1585	0.3943661972	0.3342239783
1586	0.3943661972	0.3342019801
1587	0.3943661972	0.334200826
1588	0.3943661972	0.3341723273
1589	0.3943661972	0.3341395154
1590	0.3943661972	0.3340371125
1591	0.3943661972	0.333938561
1592	0.3943661972	0.3338901066
1593	0.3943661972	0.3338510588
1594	0.3943661972	0.3338509738
1595	0.3943661972	0.3338190506
1596	0.3943661972	0.3337850226
1597	0.3943661972	0.3336877513
1598	0.3943661972	0.3336120107
1599	0.3943661972	0.3333699969
1600	0.3943661972	0.3332658851
1601	0.3943661972	0.3332212366
1602	0.3943661972	0.3331621866
1603	0.3943661972	0.3330858173
1604	0.3943661972	0.333026104
1605	0.3943661972	0.332971439
1606	0.3943661972	0.3329096746
1607	0.3943661972	0.3328485436
1608	0.3943661972	0.3327843895
1609	0.3943661972	0.3327593383
1610	0.3943661972	0.3326912151
1611	0.3943661972	0.3326886329
1612	0.3943661972	0.3326618834
1613	0.3943661972	0.3325745813
1614	0.3943661972	0.3324975754
1615	0.3943661972	0.3324224153
1616	0.3943661972	0.3323788873
1617	0.3943661972	0.3322465683
1618	0.3943661972	0.3321957838
1619	0.3943661972	0.3321391834
1620	0.3943661972	0.3320903871
1621	0.3943661972	0.3319683535
1622	0.3943661972	0.3318919497
1623	0.3943661972	0.3318464606
1624	0.3943661972	0.3317742577
1625	0.3943661972	0.331730612
1626	0.3943661972	0.3316906552
1627	0.3943661972	0.3316661416
1628	0.3943661972	0.3316382297
1629	0.3943661972	0.3316088395
1630	0.3943661972	0.3315633549
1631	0.3943661972	0.331546693
1632	0.3943661972	0.3315100356
1633	0.3943661972	0.3314587523
1634	0.3943661972	0.3314175202
1635	0.3943661972	0.3313260491
1636	0.3943661972	0.3312565226
1637	0.3943661972	0.3311782325
1638	0.3943661972	0.3311550659
1639	0.3943661972	0.3311243221
1640	0.3943661972	0.3311080128
1641	0.3943661972	0.3310790254
1642	0.3943661972	0.3310151495
1643	0.3943661972	0.3309501378
1644	0.3943661972	0.3309069765
1645	0.3943661972	0.3308433904
1646	0.3943661972	0.3307608091
1647	0.3943661972	0.3307391468
1648	0.3943661972	0.3307160842
1649	0.3943661972	0.3306790882
1650	0.3943661972	0.3306066094
1651	0.3943661972	0.3305068243
1652	0.3943661972	0.3304277917
1653	0.3943661972	0.3303726124
1654	0.3943661972	0.3302277737
1655	0.3943661972	0.3301444009
1656	0.3943661972	0.3301112617
1657	0.3943661972	0.33003889
1658	0.3943661972	0.330008937
1659	0.3943661972	0.3299494165
1660	0.3943661972	0.3299159313
1661	0.3943661972	0.3298572202
1662	0.3943661972	0.3298042009
1663	0.3943661972	0.3297640454
1664	0.3943661972	0.3297066508
1665	0.3943661972	0.3296780049
1666	0.3943661972	0.3296645098
1667	0.3943661972	0.3295672152
1668	0.3943661972	0.3295438387
1669	0.3943661972	0.3295247036
1670	0.3943661972	0.3294787065
1671	0.3943661972	0.3294615538
1672	0.3943661972	0.3293877859
1673	0.3943661972	0.3293063729
1674	0.3943661972	0.3292233476
1675	0.3943661972	0.3291541323
1676	0.3943661972	0.3290710896
1677	0.3943661972	0.3289523304
1678	0.3943661972	0.3289210481
1679	0.3943661972	0.3288159297
1680	0.3943661972	0.3288025675
1681	0.3943661972	0.328729889
1682	0.3943661972	0.3287080285
1683	0.3943661972	0.3286683336
1684	0.3943661972	0.3285570554
1685	0.3943661972	0.328500851
1686	0.3943661972	0.3284686961
1687	0.3943661972	0.3284516998
1688	0.3943661972	0.3283981875
1689	0.3943661972	0.3283546855
1690	0.3943661972	0.3283524061
1691	0.3943661972	0.3283034155
1692	0.3943661972	0.3282189025
1693	0.3943661972	0.3281800048
1694	0.3943661972	0.3281400322
1695	0.3943661972	0.3280727964
1696	0.3943661972	0.3279828296
1697	0.3943661972	0.327885721
1698	0.4166666667	0.3278352979
1699	0.4166666667	0.3277883721
1700	0.4166666667	0.3277737722
1701	0.4166666667	0.3276392094
1702	0.4166666667	0.3276019725
1703	0.4166666667	0.3274858944
1704	0.4166666667	0.327470294
1705	0.4166666667	0.3273864426
1706	0.4166666667	0.3273543989
1707	0.4166666667	0.327322613
1708	0.4166666667	0.3272705788
1709	0.4166666667	0.3272500899
1710	0.4166666667	0.3272260059
1711	0.4166666667	0.3271886114
1712	0.4166666667	0.3271604476
1713	0.4166666667	0.327125434
1714	0.4166666667	0.3271125991
1715	0.4166666667	0.3270048523
1716	0.4166666667	0.3269348626
1717	0.4166666667	0.3269192347
1718	0.4166666667	0.3269097237
1719	0.4166666667	0.3267932113
1720	0.4166666667	0.3266871434
1721	0.4166666667	0.3266301546
1722	0.4166666667	0.3265976414
1723	0.4166666667	0.3265029293
1724	0.4166666667	0.3264130206
1725	0.4166666667	0.326380707
1726	0.4166666667	0.3263437033
1727	0.4166666667	0.3262444296
1728	0.4166666667	0.3261983209
1729	0.4166666667	0.3261338917
1730	0.4166666667	0.326086683
1731	0.4166666667	0.3260404917
1732	0.4166666667	0.3259534471
1733	0.4166666667	0.3258868608
1734	0.4166666667	0.3258603776
1735	0.4166666667	0.3258407776
1736	0.4166666667	0.3258219993
1737	0.4166666667	0.3258096969
1738	0.4166666667	0.3257395952
1739	0.4166666667	0.3256852147
1740	0.4166666667	0.3256388699
1741	0.4166666667	0.3256000798
1742	0.4166666667	0.3255748095
1743	0.4166666667	0.3255469877
1744	0.4166666667	0.3254465071
1745	0.4166666667	0.3253968905
1746	0.4383561644	0.3253760657
1747	0.4383561644	0.3253179764
1748	0.4166666667	0.325264293
1749	0.4166666667	0.3251696636
1750	0.4166666667	0.3251357911
1751	0.4383561644	0.3251200278
1752	0.4383561644	0.3250961425
1753	0.4166666667	0.3250584297
1754	0.4166666667	0.3250256225
1755	0.4383561644	0.3249723179
1756	0.4383561644	0.324894048
1757	0.4383561644	0.3248386371
1758	0.4383561644	0.3247588866
1759	0.4383561644	0.3246775225
1760	0.4383561644	0.3246443476
1761	0.4383561644	0.32459121
1762	0.4383561644	0.3245472873
1763	0.4383561644	0.3245015501
1764	0.4383561644	0.3244141711
1765	0.4383561644	0.3243850213
1766	0.4383561644	0.324324326
1767	0.4383561644	0.32421503
1768	0.4383561644	0.3241158596
1769	0.4383561644	0.3240699732
1770	0.4383561644	0.3239360006
1771	0.4383561644	0.323913132
1772	0.4383561644	0.323891677
1773	0.4383561644	0.3238600327
1774	0.4383561644	0.3238455904
1775	0.4383561644	0.3238229912
1776	0.4383561644	0.3238017049
1777	0.4383561644	0.3237323437
1778	0.4383561644	0.3236704707
1779	0.4383561644	0.3236104645
1780	0.4383561644	0.3235655748
1781	0.4383561644	0.3235094114
1782	0.4383561644	0.3235077261
1783	0.4383561644	0.3234643178
1784	0.4383561644	0.3233894516
1785	0.4383561644	0.3233697
1786	0.4383561644	0.323288471
1787	0.4383561644	0.3232478159
1788	0.4383561644	0.3231799189
1789	0.4383561644	0.3231706672
1790	0.4383561644	0.3231572822
1791	0.4383561644	0.3231239467
1792	0.4383561644	0.3230934362
1793	0.4594594595	0.3230498122
1794	0.4594594595	0.3230196625
1795	0.4594594595	0.3229334033
1796	0.4594594595	0.3229227295
1797	0.4594594595	0.3228287731
1798	0.4594594595	0.3227599791
1799	0.4594594595	0.3227035283
1800	0.4594594595	0.3226891455
1801	0.4594594595	0.3226216001
1802	0.4594594595	0.3225723897
1803	0.4594594595	0.3225342172
1804	0.4594594595	0.3224707466
1805	0.4594594595	0.3224562071
1806	0.4594594595	0.3223744755
1807	0.4594594595	0.3223133205
1808	0.4594594595	0.3222172502
1809	0.4594594595	0.322074031
1810	0.4594594595	0.3219962357
1811	0.4594594595	0.3219644977
1812	0.4594594595	0.3219417953
1813	0.4594594595	0.321923905
1814	0.4594594595	0.3219142944
1815	0.4594594595	0.3218633322
1816	0.4594594595	0.3218391478
1817	0.4594594595	0.3217649316
1818	0.4594594595	0.3217321694
1819	0.4594594595	0.3217014548
1820	0.4594594595	0.321655266
1821	0.4594594595	0.3215784624
1822	0.4594594595	0.3215783827
1823	0.4594594595	0.3215101877
1824	0.4594594595	0.3214645322
1825	0.4594594595	0.3214057762
1826	0.4594594595	0.321365561
1827	0.4594594595	0.3213223577
1828	0.4594594595	0.3213162381
1829	0.4594594595	0.3212655339
1830	0.4594594595	0.3211854664
1831	0.4594594595	0.3211377293
1832	0.4594594595	0.3211117567
1833	0.4594594595	0.3210633454
1834	0.4594594595	0.3210472723
1835	0.4594594595	0.3209747449
1836	0.4594594595	0.3209609172
1837	0.4594594595	0.3209194185
1838	0.4594594595	0.3208749485
1839	0.4594594595	0.3208543099
1840	0.4594594595	0.3208252791
1841	0.4594594595	0.3208244202
1842	0.4594594595	0.3207496794
1843	0.4594594595	0.3206828042
1844	0.4594594595	0.3206707515
1845	0.4594594595	0.3205892359
1846	0.4594594595	0.3205323257
1847	0.4594594595	0.3204870799
1848	0.4594594595	0.3204267637
1849	0.4594594595	0.3204064375
1850	0.4594594595	0.3203755235
1851	0.4594594595	0.3203193201
1852	0.4594594595	0.3202886973
1853	0.4594594595	0.3202260593
1854	0.4594594595	0.3201687364
1855	0.4594594595	0.3201574779
1856	0.4594594595	0.3200835618
1857	0.4594594595	0.3200551375
1858	0.4594594595	0.320033378
1859	0.4594594595	0.3200241948
1860	0.4594594595	0.3199698033
1861	0.4594594595	0.3199385987
1862	0.4594594595	0.3198474759
1863	0.4594594595	0.3198125496
1864	0.4594594595	0.3197588012
1865	0.4594594595	0.3197374397
1866	0.4594594595	0.3195594308
1867	0.4594594595	0.3195441827
1868	0.4594594595	0.3195159666
1869	0.4594594595	0.3194659852
1870	0.4594594595	0.3193755958
1871	0.4594594595	0.31930668
1872	0.4594594595	0.3192957048
1873	0.4594594595	0.3192843976
1874	0.4594594595	0.3192520013
1875	0.4594594595	0.3192061244
1876	0.4594594595	0.3191530738
1877	0.4594594595	0.3191161368
1878	0.4594594595	0.3190862425
1879	0.4594594595	0.3190574236
1880	0.4594594595	0.3189889653
1881	0.4594594595	0.3189171997
1882	0.4594594595	0.3188795014
1883	0.4594594595	0.3188586346
1884	0.4594594595	0.31881589
1885	0.4594594595	0.3187154902
1886	0.4594594595	0.3186709369
1887	0.4594594595	0.3186083683
1888	0.4594594595	0.3185120207
1889	0.4594594595	0.3184748581
1890	0.4594594595	0.3184463921
1891	0.4594594595	0.318437795
1892	0.4594594595	0.3183829955
1893	0.4594594595	0.3183460123
1894	0.4594594595	0.3183183389
1895	0.4594594595	0.3182853915
1896	0.4594594595	0.3182520749
1897	0.4594594595	0.3182325951
1898	0.4594594595	0.3182144471
1899	0.4594594595	0.3181318868
1900	0.4594594595	0.3180903863
1901	0.4594594595	0.3180552662
1902	0.4594594595	0.318054145
1903	0.4594594595	0.3179672134
1904	0.4594594595	0.3179450231
1905	0.4594594595	0.3179040163
1906	0.4594594595	0.3178225285
1907	0.4594594595	0.3177544028
1908	0.4594594595	0.3176579312
1909	0.4594594595	0.3176335094
1910	0.4594594595	0.3176192316
1911	0.4594594595	0.3175230292
1912	0.4594594595	0.317444809
1913	0.4594594595	0.317414224
1914	0.4594594595	0.3173740044
1915	0.4594594595	0.3173232519
1916	0.4594594595	0.3172956136
1917	0.4594594595	0.3172620594
1918	0.4594594595	0.3172183671
1919	0.4594594595	0.3171706996
1920	0.4594594595	0.3171400562
1921	0.4594594595	0.3171344599
1922	0.4594594595	0.3170714986
1923	0.4594594595	0.3170562239
1924	0.4594594595	0.3170252706
1925	0.4594594595	0.3168512116
1926	0.4594594595	0.3168093389
1927	0.4594594595	0.3167606181
1928	0.4594594595	0.3166939026
1929	0.4594594595	0.3166405075
1930	0.4594594595	0.3165469786
1931	0.4594594595	0.3165055537
1932	0.4594594595	0.3164215711
1933	0.4594594595	0.3163473107
1934	0.4594594595	0.3162956067
1935	0.4594594595	0.3162808323
