iter	Passed	Remaining
1704	5369	7227
1705	5372	7224
1706	5376	7221
1707	5379	7219
1708	5382	7215
1709	5386	7213
1710	5389	7209
1711	5392	7206
1712	5395	7202
1713	5398	7200
1714	5401	7197
1715	5404	7193
1716	5407	7190
1717	5410	7186
1718	5413	7183
1719	5416	7179
1720	5418	7175
1721	5422	7173
1722	5424	7168
1723	5426	7163
1724	5428	7159
1725	5430	7154
1726	5432	7149
1727	5434	7145
1728	5437	7142
1729	5440	7138
1730	5443	7135
1731	5449	7135
1732	5452	7132
1733	5455	7128
1734	5458	7125
1735	5460	7121
1736	5463	7118
1737	5468	7116
1738	5470	7112
1739	5472	7107
1740	5474	7103
1741	5476	7098
1742	5481	7097
1743	5484	7094
1744	5486	7090
1745	5491	7089
1746	5496	7088
1747	5499	7084
1748	5502	7081
1749	5504	7077
1750	5507	7074
1751	5510	7071
1752	5513	7067
1753	5516	7064
1754	5519	7060
1755	5522	7057
1756	5525	7053
1757	5526	7048
1758	5529	7044
1759	5532	7041
1760	5535	7037
1761	5538	7034
1762	5541	7030
1763	5544	7028
1764	5546	7023
1765	5550	7021
1766	5553	7017
1767	5555	7014
1768	5558	7010
1769	5563	7009
1770	5566	7006
1771	5571	7004
1772	5574	7001
1773	5577	6998
1774	5581	6996
1775	5583	6992
1776	5586	6988
1777	5589	6985
1778	5592	6982
1779	5595	6978
1780	5598	6975
1781	5601	6971
1782	5604	6968
1783	5607	6964
1784	5610	6961
1785	5612	6958
1786	5615	6954
1787	5618	6951
1788	5621	6947
1789	5624	6944
1790	5627	6941
1791	5630	6937
1792	5634	6935
1793	5638	6932
1794	5640	6929
1795	5643	6925
1796	5647	6923
1797	5651	6921
1798	5655	6919
1799	5658	6915
1800	5661	6912
1801	5663	6907
1802	5665	6904
1803	5669	6901
1804	5672	6898
1805	5676	6896
1806	5680	6893
1807	5683	6890
1808	5685	6886
1809	5688	6883
1810	5691	6879
1811	5694	6876
1812	5697	6872
1813	5700	6869
1814	5703	6865
1815	5706	6862
1816	5709	6859
1817	5711	6855
1818	5714	6852
1819	5717	6848
1820	5720	6845
1821	5723	6841
1822	5726	6837
1823	5728	6833
1824	5731	6830
1825	5734	6827
1826	5737	6823
1827	5740	6820
1828	5742	6816
1829	5745	6813
1830	5748	6810
1831	5751	6806
1832	5754	6803
1833	5758	6801
1834	5761	6797
1835	5764	6794
1836	5767	6790
1837	5768	6785
1838	5771	6781
1839	5774	6778
1840	5777	6774
1841	5779	6771
1842	5781	6766
1843	5784	6763
1844	5787	6759
1845	5789	6755
1846	5792	6752
1847	5795	6748
1848	5798	6745
1849	5801	6742
1850	5804	6738
1851	5807	6735
1852	5810	6732
1853	5813	6728
1854	5816	6725
1855	5818	6721
1856	5821	6718
1857	5824	6715
1858	5827	6711
1859	5831	6708
1860	5833	6704
1861	5836	6701
1862	5839	6698
1863	5842	6694
1864	5845	6691
1865	5848	6688
1866	5851	6684
1867	5853	6681
1868	5857	6678
1869	5859	6674
1870	5862	6671
1871	5865	6667
1872	5868	6664
1873	5871	6661
1874	5876	6660
1875	5877	6654
1876	5880	6650
1877	5884	6648
1878	5886	6644
1879	5889	6641
1880	5896	6642
1881	5901	6641
1882	5906	6640
1883	5909	6637
1884	5918	6640
1885	5920	6636
1886	5922	6631
1887	5924	6627
1888	5926	6623
1889	5928	6618
1890	5931	6614
1891	5937	6615
1892	5939	6611
1893	5942	6607
1894	5944	6603
1895	5948	6601
1896	5950	6596
1897	5952	6592
1898	5954	6588
1899	5956	6583
1900	5962	6583
1901	5969	6584
1902	5972	6581
1903	5975	6578
1904	5978	6575
1905	5981	6571
1906	5986	6569
1907	6034	6616
1908	6049	6626
1909	6052	6622
1910	6054	6618
1911	6060	6618
1912	6064	6616
1913	6068	6613
1914	6075	6614
1915	6081	6614
1916	6083	6610
1917	6085	6605
1918	6090	6605
1919	6093	6601
1920	6096	6598
1921	6099	6594
1922	6102	6591
1923	6105	6587
1924	6108	6584
1925	6113	6583
1926	6116	6580
1927	6118	6575
1928	6121	6571
1929	6123	6568
1930	6128	6566
1931	6130	6562
1932	6132	6558
1933	6137	6556
1934	6140	6552
1935	6143	6550
1936	6145	6545
1937	6149	6543
1938	6153	6541
1939	6156	6537
1940	6165	6540
1941	6170	6539
1942	6173	6535
1943	6180	6536
1944	6182	6532
1945	6187	6530
1946	6190	6527
1947	6194	6525
1948	6197	6522
1949	6200	6518
1950	6203	6515
1951	6206	6511
1952	6208	6506
1953	6210	6502
1954	6213	6499
1955	6216	6496
1956	6219	6492
1957	6222	6489
1958	6225	6485
1959	6228	6482
1960	6230	6478
1961	6233	6475
1962	6237	6472
1963	6241	6470
1964	6245	6467
1965	6249	6465
1966	6252	6462
1967	6257	6460
1968	6260	6457
1969	6264	6455
1970	6267	6451
1971	6270	6448
1972	6275	6447
1973	6278	6443
1974	6281	6440
1975	6284	6436
1976	6287	6433
1977	6290	6429
1978	6293	6426
1979	6295	6423
1980	6298	6419
1981	6301	6416
1982	6304	6412
1983	6307	6409
1984	6310	6405
1985	6313	6402
1986	6316	6398
1987	6319	6395
1988	6322	6391
1989	6325	6388
1990	6327	6385
1991	6330	6381
1992	6333	6378
1993	6336	6374
1994	6339	6371
1995	6342	6367
1996	6345	6364
1997	6349	6362
1998	6353	6359
1999	6356	6356
2000	6360	6353
2001	6364	6351
2002	6366	6347
2003	6369	6344
2004	6373	6341
2005	6377	6339
2006	6381	6336
2007	6385	6334
2008	6389	6331
2009	6391	6328
2010	6393	6323
2011	6396	6320
2012	6400	6317
2013	6404	6315
2014	6408	6312
2015	6411	6309
2016	6414	6305
2017	6417	6303
2018	6421	6300
2019	6424	6297
2020	6428	6294
2021	6431	6291
2022	6435	6289
2023	6439	6286
2024	6443	6284
2025	6445	6280
2026	6449	6277
2027	6452	6274
2028	6456	6272
2029	6460	6269
2030	6464	6267
2031	6469	6265
2032	6472	6262
2033	6476	6259
2034	6478	6255
2035	6481	6252
2036	6484	6249
2037	6488	6246
2038	6491	6242
2039	6495	6240
2040	6498	6237
2041	6502	6234
2042	6507	6233
2043	6510	6230
2044	6515	6228
2045	6519	6226
2046	6523	6224
2047	6527	6221
2048	6532	6220
2049	6535	6216
2050	6537	6212
2051	6539	6207
2052	6541	6204
2053	6544	6199
2054	6546	6196
2055	6548	6191
2056	6551	6188
2057	6553	6184
2058	6555	6180
2059	6558	6176
2060	6563	6174
2061	6567	6172
2062	6570	6169
2063	6573	6165
2064	6576	6162
2065	6579	6158
2066	6582	6155
2067	6584	6151
2068	6586	6146
2069	6588	6143
2070	6589	6137
2071	6592	6134
2072	6595	6131
2073	6598	6127
2074	6602	6124
2075	6605	6122
2076	6607	6117
2077	6610	6114
2078	6613	6110
2079	6616	6107
2080	6618	6103
2081	6621	6100
2082	6624	6096
2083	6627	6093
2084	6630	6089
2085	6633	6086
2086	6636	6082
2087	6639	6079
2088	6642	6076
2089	6644	6072
2090	6648	6069
2091	6652	6067
2092	6655	6064
2093	6662	6064
2094	6665	6061
2095	6668	6057
2096	6671	6054
2097	6675	6051
2098	6680	6050
2099	6689	6052
2100	6696	6053
2101	6699	6049
2102	6702	6046
2103	6705	6042
2104	6711	6041
2105	6716	6040
2106	6719	6036
2107	6722	6033
2108	6727	6031
2109	6730	6028
2110	6735	6027
2111	6738	6024
2112	6744	6023
2113	6749	6021
2114	6752	6018
2115	6756	6016
2116	6762	6015
2117	6766	6012
2118	6769	6009
2119	6778	6010
2120	6782	6008
2121	6785	6005
2122	6786	6000
2123	6793	6000
2124	6802	6001
2125	6807	6000
2126	6810	5997
2127	6812	5993
2128	6817	5991
2129	6819	5987
2130	6824	5985
2131	6827	5981
2132	6832	5980
2133	6837	5979
2134	6841	5976
2135	6844	5973
2136	6849	5971
2137	6857	5972
2138	6862	5970
2139	6867	5968
2140	6868	5963
2141	6873	5962
2142	6877	5960
2143	6880	5956
2144	6883	5953
2145	6888	5951
2146	6891	5947
2147	6894	5944
2148	6897	5940
2149	6900	5937
2150	6905	5935
2151	6908	5932
2152	6910	5928
2153	6914	5925
2154	6916	5921
2155	6919	5918
2156	6924	5916
2157	6928	5914
2158	6931	5910
2159	6934	5907
2160	6937	5903
2161	6940	5900
2162	6943	5896
2163	6945	5893
2164	6949	5889
2165	6954	5888
2166	6957	5885
2167	6962	5883
2168	6965	5880
2169	6968	5876
2170	6971	5873
2171	6974	5869
2172	6975	5865
2173	6978	5861
2174	6981	5857
2175	6985	5855
2176	6994	5856
2177	6998	5854
2178	7002	5851
2179	7005	5848
2180	7009	5845
2181	7012	5842
2182	7016	5839
2183	7019	5836
2184	7022	5833
2185	7025	5829
2186	7027	5825
2187	7030	5822
2188	7089	5864
2189	7095	5864
2190	7102	5864
2191	7107	5862
2192	7112	5860
2193	7119	5860
2194	7125	5859
2195	7129	5857
2196	7131	5852
2197	7134	5848
2198	7135	5844
2199	7137	5839
2200	7139	5835
2201	7144	5833
2202	7151	5833
2203	7153	5829
2204	7157	5826
2205	7160	5823
2206	7164	5820
2207	7168	5817
2208	7172	5815
2209	7176	5812
2210	7182	5811
2211	7187	5810
2212	7191	5806
2213	7196	5805
2214	7202	5804
2215	7207	5802
2216	7213	5801
2217	7217	5799
2218	7222	5797
2219	7225	5793
2220	7231	5792
2221	7236	5790
2222	7239	5786
2223	7243	5783
2224	7246	5780
2225	7249	5777
2226	7251	5773
2227	7254	5769
2228	7257	5766
2229	7261	5763
2230	7263	5759
2231	7266	5755
2232	7269	5752
2233	7272	5748
2234	7275	5745
2235	7277	5741
2236	7281	5738
2237	7284	5735
2238	7287	5731
2239	7290	5728
2240	7294	5725
2241	7299	5723
2242	7302	5720
2243	7305	5716
2244	7306	5711
2245	7308	5707
2246	7311	5704
2247	7314	5700
2248	7317	5697
2249	7320	5693
2250	7323	5690
2251	7326	5686
2252	7329	5683
2253	7332	5679
2254	7335	5676
2255	7338	5672
2256	7341	5669
2257	7344	5665
2258	7346	5662
2259	7347	5657
2260	7350	5653
2261	7354	5650
2262	7359	5648
2263	7362	5645
2264	7366	5642
2265	7370	5640
2266	7374	5637
2267	7378	5634
2268	7383	5632
2269	7386	5629
2270	7389	5625
2271	7392	5622
2272	7393	5617
2273	7396	5613
2274	7399	5610
2275	7402	5606
2276	7405	5603
2277	7407	5599
2278	7410	5596
2279	7413	5592
2280	7416	5589
2281	7419	5585
2282	7422	5582
2283	7425	5578
2284	7428	5575
2285	7431	5571
2286	7434	5568
2287	7436	5564
2288	7437	5559
2289	7441	5556
2290	7444	5553
2291	7447	5549
2292	7450	5546
2293	7453	5542
2294	7456	5539
2295	7459	5536
2296	7462	5532
2297	7465	5529
2298	7468	5525
2299	7470	5522
2300	7473	5518
2301	7477	5515
2302	7480	5512
2303	7483	5508
2304	7484	5504
2305	7487	5500
2306	7491	5497
2307	7494	5494
2308	7498	5491
2309	7502	5489
2310	7506	5486
2311	7510	5483
2312	7513	5480
2313	7518	5478
2314	7524	5476
2315	7527	5473
2316	7530	5470
2317	7534	5466
2318	7536	5463
2319	7540	5460
2320	7545	5458
2321	7548	5454
2322	7554	5453
2323	7557	5450
2324	7560	5446
2325	7563	5443
2326	7567	5440
2327	7571	5437
2328	7573	5434
2329	7576	5430
2330	7579	5427
2331	7586	5426
2332	7588	5422
2333	7591	5419
2334	7592	5414
2335	7595	5410
2336	7596	5405
2337	7599	5402
2338	7602	5398
2339	7605	5395
2340	7608	5391
2341	7611	5388
2342	7614	5384
2343	7617	5381
2344	7620	5377
2345	7623	5374
2346	7625	5370
2347	7628	5367
2348	7631	5364
2349	7634	5360
2350	7637	5357
2351	7640	5353
2352	7643	5350
2353	7646	5347
2354	7649	5343
2355	7652	5339
2356	7657	5337
2357	7660	5334
2358	7666	5333
2359	7669	5329
2360	7673	5326
2361	7677	5324
2362	7683	5322
2363	7686	5319
2364	7690	5316
2365	7695	5314
2366	7698	5311
2367	7702	5308
2368	7706	5305
2369	7710	5302
2370	7714	5299
2371	7716	5296
2372	7720	5293
2373	7724	5290
2374	7728	5287
2375	7731	5284
2376	7733	5280
2377	7736	5277
2378	7739	5273
2379	7742	5270
2380	7745	5266
2381	7748	5263
2382	7751	5259
2383	7754	5256
2384	7756	5252
2385	7759	5249
2386	7762	5245
2387	7763	5240
2388	7766	5237
2389	7769	5233
2390	7772	5230
2391	7775	5226
2392	7776	5222
2393	7779	5218
2394	7782	5215
2395	7785	5211
2396	7790	5209
2397	7792	5206
2398	7796	5203
2399	7800	5200
2400	7803	5197
2401	7807	5193
2402	7810	5190
2403	7813	5187
2404	7816	5184
2405	7820	5181
2406	7824	5178
2407	7828	5175
2408	7831	5172
2409	7834	5168
2410	7838	5165
2411	7842	5163
2412	7845	5160
2413	7848	5156
2414	7852	5153
2415	7856	5151
2416	7860	5148
2417	7864	5145
2418	7867	5142
2419	7871	5139
2420	7875	5136
2421	7879	5133
2422	7883	5130
2423	7887	5127
2424	7891	5125
2425	7894	5122
2426	7898	5119
2427	7902	5116
2428	7906	5113
2429	7911	5111
2430	7915	5108
2431	7918	5105
2432	7923	5102
2433	7926	5099
2434	7929	5096
2435	7935	5094
2436	7940	5092
2437	7945	5090
2438	7950	5088
2439	7953	5085
2440	7959	5083
2441	7963	5080
2442	7967	5077
2443	7971	5074
2444	7975	5072
2445	7978	5068
2446	7981	5065
2447	7983	5061
2448	7987	5058
2449	7992	5056
2450	7997	5054
2451	8000	5051
2452	8004	5048
2453	8008	5045
2454	8012	5042
2455	8084	5082
2456	8090	5081
2457	8095	5078
2458	8097	5074
2459	8100	5070
2460	8102	5066
2461	8106	5064
2462	8109	5060
2463	8111	5056
2464	8113	5052
2465	8118	5050
2466	8121	5046
2467	8123	5042
2468	8126	5038
2469	8130	5036
2470	8133	5032
2471	8136	5029
2472	8145	5029
2473	8150	5027
2474	8156	5025
2475	8158	5021
2476	8162	5018
2477	8167	5016
2478	8173	5014
2479	8180	5013
2480	8185	5011
2481	8187	5007
2482	8189	5003
2483	8192	4999
2484	8194	4995
2485	8201	4994
2486	8205	4992
2487	8208	4988
2488	8210	4984
2489	8213	4980
2490	8216	4977
2491	8225	4977
2492	8227	4973
2493	8230	4969
2494	8233	4966
2495	8237	4963
2496	8239	4959
2497	8241	4955
2498	8243	4951
2499	8247	4948
2500	8250	4944
2501	8256	4943
2502	8260	4940
2503	8265	4938
2504	8274	4938
2505	8279	4935
2506	8282	4932
2507	8287	4930
2508	8295	4929
2509	8297	4925
2510	8303	4923
2511	8305	4920
2512	8311	4918
2513	8314	4914
2514	8320	4912
2515	8327	4911
2516	8329	4907
2517	8335	4905
2518	8339	4903
2519	8345	4901
2520	8349	4898
2521	8354	4896
2522	8358	4893
2523	8362	4890
2524	8367	4887
2525	8370	4884
2526	8373	4880
2527	8378	4878
2528	8384	4877
2529	8390	4874
2530	8393	4871
2531	8396	4867
2532	8402	4866
2533	8407	4864
2534	8413	4862
2535	8416	4858
2536	8421	4856
2537	8426	4854
2538	8432	4852
2539	8434	4848
2540	8439	4845
2541	8442	4842
2542	8443	4837
2543	8450	4836
2544	8457	4835
2545	8459	4831
2546	8466	4830
2547	8471	4827
2548	8474	4824
2549	8479	4821
2550	8484	4819
2551	8489	4816
2552	8492	4813
2553	8500	4812
2554	8505	4810
2555	8507	4806
2556	8510	4802
2557	8513	4799
2558	8516	4795
2559	8519	4792
2560	8521	4788
2561	8527	4786
2562	8529	4782
2563	8535	4780
2564	8538	4776
2565	8544	4774
2566	8547	4771
2567	8549	4767
2568	8554	4765
2569	8557	4761
2570	8561	4758
2571	8564	4755
2572	8567	4751
2573	8570	4748
2574	8574	4745
2575	8578	4742
2576	8580	4738
2577	8583	4734
2578	8587	4731
2579	8592	4729
2580	8595	4725
2581	8598	4721
2582	8600	4718
2583	8603	4714
2584	8607	4711
2585	8612	4709
2586	8615	4705
2587	8623	4705
2588	8628	4702
2589	8631	4699
2590	8635	4696
2591	8641	4694
2592	8646	4691
2593	8649	4688
2594	8652	4684
2595	8655	4681
2596	8659	4678
2597	8661	4673
2598	8665	4671
2599	8668	4667
2600	8672	4664
2601	8675	4661
2602	8678	4657
2603	8684	4655
2604	8690	4653
2605	8694	4650
2606	8699	4648
2607	8702	4644
2608	8713	4645
2609	8718	4643
2610	8725	4641
2611	8731	4639
2612	8733	4636
2613	8741	4634
2614	8744	4631
2615	8746	4627
2616	8749	4623
2617	8754	4621
2618	8759	4619
2619	8762	4615
2620	8766	4612
2621	8774	4611
2622	8776	4607
2623	8778	4603
2624	8781	4599
2625	8788	4598
2626	8791	4594
2627	8796	4592
2628	8799	4588
2629	8806	4587
2630	8812	4585
2631	8815	4582
2632	8821	4579
2633	8825	4577
2634	8830	4574
2635	8834	4571
2636	8837	4568
2637	8839	4564
2638	8841	4559
2639	8846	4557
2640	8851	4554
2641	8853	4550
2642	8858	4548
2643	8861	4544
2644	8864	4541
2645	8869	4538
2646	8871	4534
2647	8876	4532
2648	8879	4528
2649	8886	4527
2650	8893	4525
2651	8895	4521
2652	8901	4519
2653	8903	4515
2654	8905	4511
2655	8907	4507
2656	8911	4504
2657	8916	4501
2658	8920	4498
2659	8923	4495
2660	8928	4492
2661	8933	4490
2662	8936	4486
2663	8938	4482
2664	8943	4480
2665	8948	4477
2666	8952	4474
2667	8956	4471
2668	8959	4468
2669	8962	4464
2670	8967	4462
2671	8972	4459
2672	8975	4455
2673	8977	4451
2674	8985	4450
2675	8992	4449
2676	8994	4445
2677	8999	4442
2678	9004	4439
2679	9007	4436
2680	9010	4432
2681	9019	4432
2682	9023	4429
2683	9026	4425
2684	9034	4424
2685	9036	4420
2686	9040	4417
2687	9043	4414
2688	9048	4411
2689	9053	4408
2690	9056	4405
2691	9059	4401
2692	9063	4398
2693	9107	4415
2694	9147	4429
2695	9149	4425
2696	9153	4422
2697	9158	4419
2698	9161	4416
2699	9163	4412
2700	9167	4408
2701	9170	4405
2702	9177	4403
2703	9182	4401
2704	9185	4397
2705	9187	4393
2706	9189	4389
2707	9192	4386
2708	9195	4382
2709	9197	4378
2710	9199	4374
2711	9206	4372
2712	9212	4370
2713	9214	4366
2714	9216	4362
2715	9221	4359
2716	9230	4358
2717	9232	4354
2718	9235	4351
2719	9238	4347
2720	9243	4345
2721	9245	4340
2722	9247	4336
2723	9249	4332
2724	9254	4329
2725	9261	4328
2726	9266	4325
2727	9269	4322
2728	9273	4319
2729	9276	4315
2730	9278	4311
2731	9285	4309
2732	9288	4306
2733	9291	4302
2734	9293	4298
2735	9296	4294
2736	9300	4291
2737	9303	4288
2738	9311	4286
2739	9316	4284
2740	9319	4280
2741	9324	4278
2742	9330	4275
2743	9335	4273
2744	9343	4271
2745	9347	4268
2746	9350	4265
2747	9359	4264
2748	9365	4262
2749	9369	4258
2750	9374	4256
2751	9379	4253
2752	9383	4250
2753	9387	4247
2754	9398	4247
2755	9401	4243
2756	9408	4241
2757	9416	4240
2758	9420	4237
2759	9423	4233
2760	9426	4229
2761	9430	4227
2762	9432	4222
2763	9437	4220
2764	9440	4216
2765	9441	4212
2766	9444	4208
2767	9447	4204
2768	9450	4201
2769	9453	4197
2770	9456	4193
2771	9458	4190
2772	9461	4186
2773	9464	4183
2774	9468	4179
2775	9470	4175
2776	9473	4172
2777	9476	4168
2778	9479	4164
2779	9482	4161
2780	9485	4157
2781	9489	4154
2782	9493	4151
2783	9497	4148
2784	9501	4145
2785	9505	4141
2786	9509	4138
2787	9512	4135
2788	9517	4132
2789	9520	4129
2790	9525	4126
2791	9530	4123
2792	9534	4120
2793	9537	4116
2794	9539	4112
2795	9542	4109
2796	9545	4105
2797	9548	4102
2798	9551	4098
2799	9554	4094
2800	9557	4090
2801	9559	4087
2802	9563	4083
2803	9565	4080
2804	9568	4076
2805	9573	4073
2806	9576	4070
2807	9580	4066
2808	9582	4062
2809	9585	4059
2810	9590	4056
2811	9592	4052
2812	9596	4049
2813	9598	4045
2814	9600	4041
2815	9602	4037
2816	9609	4035
2817	9612	4031
2818	9617	4029
2819	9619	4025
2820	9622	4021
2821	9624	4017
2822	9626	4013
2823	9629	4009
2824	9634	4007
2825	9637	4003
2826	9640	4000
2827	9644	3996
2828	9649	3994
2829	9652	3990
2830	9654	3986
2831	9656	3982
2832	9658	3978
2833	9661	3975
2834	9663	3970
2835	9666	3967
2836	9669	3963
2837	9672	3960
2838	9675	3956
2839	9677	3952
2840	9681	3949
2841	9683	3945
2842	9686	3942
2843	9689	3938
2844	9692	3934
2845	9695	3931
2846	9698	3927
2847	9701	3924
2848	9704	3920
2849	9707	3916
2850	9710	3913
2851	9712	3909
2852	9716	3906
2853	9718	3902
2854	9722	3899
2855	9724	3895
2856	9730	3892
2857	9733	3889
2858	9734	3885
2859	9737	3881
2860	9740	3877
2861	9745	3875
2862	9751	3872
2863	9755	3869
2864	9757	3865
2865	9760	3861
2866	9762	3857
2867	9768	3855
2868	9772	3852
2869	9777	3849
2870	9780	3846
2871	9786	3843
2872	9789	3840
2873	9797	3838
2874	9802	3835
2875	9804	3831
2876	9810	3829
2877	9813	3825
2878	9818	3822
2879	9821	3819
2880	9826	3816
2881	9829	3813
2882	9832	3809
2883	9837	3806
2884	9842	3804
2885	9846	3800
2886	9851	3797
2887	9854	3794
2888	9859	3791
2889	9861	3787
2890	9864	3783
2891	9869	3781
2892	9871	3777
2893	9877	3774
2894	9879	3770
2895	9881	3766
2896	9885	3763
2897	9889	3760
2898	9892	3757
2899	9896	3753
2900	9901	3751
2901	9906	3748
2902	9908	3744
2903	9911	3740
2904	9914	3737
2905	9917	3733
2906	9921	3730
2907	9925	3727
2908	9931	3724
2909	9934	3721
2910	9939	3718
2911	9944	3715
2912	9948	3712
2913	9954	3709
2914	9958	3706
2915	9960	3702
2916	9963	3699
2917	9969	3696
2918	9972	3693
2919	9975	3689
2920	9978	3685
2921	9981	3682
2922	9982	3678
2923	9985	3674
2924	9988	3670
2925	9990	3667
2926	9995	3664
2927	9997	3660
2928	10000	3656
2929	10003	3652
2930	10007	3650
2931	10013	3647
2932	10016	3643
2933	10021	3641
2934	10023	3637
2935	10026	3633
2936	10027	3629
2937	10032	3626
2938	10039	3624
2939	10043	3621
2940	10048	3618
2941	10057	3616
2942	10063	3614
2943	10068	3611
2944	10071	3607
2945	10074	3604
2946	10081	3602
2947	10087	3599
2948	10092	3596
2949	10095	3593
2950	10098	3589
2951	10105	3587
2952	10106	3583
2953	10111	3580
2954	10114	3576
2955	10122	3574
2956	10189	3594
2957	10207	3595
2958	10212	3592
2959	10218	3590
2960	10221	3586
2961	10224	3582
2962	10230	3580
2963	10237	3578
2964	10240	3574
2965	10243	3570
2966	10245	3567
2967	10249	3563
2968	10251	3559
2969	10254	3556
2970	10257	3552
2971	10258	3548
2972	10261	3544
2973	10264	3541
2974	10266	3537
2975	10269	3533
2976	10272	3530
2977	10276	3526
2978	10281	3523
2979	10283	3520
2980	10287	3516
2981	10288	3512
2982	10291	3508
2983	10294	3505
2984	10296	3501
2985	10299	3497
2986	10301	3493
2987	10303	3489
2988	10307	3486
2989	10310	3482
2990	10313	3479
2991	10316	3475
2992	10318	3471
2993	10322	3468
2994	10324	3464
2995	10329	3461
2996	10332	3457
2997	10335	3454
2998	10337	3450
2999	10339	3446
3000	10342	3443
3001	10345	3439
3002	10351	3436
3003	10354	3432
3004	10357	3429
3005	10364	3427
3006	10366	3423
3007	10371	3420
3008	10374	3416
3009	10376	3413
3010	10383	3410
3011	10387	3407
3012	10391	3404
3013	10394	3400
3014	10397	3396
3015	10400	3393
3016	10403	3389
3017	10406	3386
3018	10414	3383
3019	10416	3380
3020	10419	3376
3021	10422	3372
3022	10427	3369
3023	10433	3367
3024	10435	3363
3025	10437	3359
3026	10439	3355
3027	10443	3352
3028	10446	3348
3029	10449	3345
3030	10453	3341
3031	10457	3338
3032	10462	3335
3033	10467	3332
3034	10473	3330
3035	10478	3327
3036	10482	3323
3037	10485	3320
3038	10491	3317
3039	10495	3314
3040	10497	3310
3041	10500	3306
3042	10506	3304
3043	10508	3300
3044	10512	3296
3045	10515	3293
3046	10518	3289
3047	10521	3286
3048	10525	3283
3049	10529	3279
3050	10531	3275
3051	10534	3272
3052	10536	3268
3053	10538	3264
3054	10540	3260
3055	10544	3257
3056	10547	3253
3057	10556	3251
3058	10560	3248
3059	10563	3244
3060	10565	3241
3061	10569	3237
3062	10571	3233
3063	10574	3230
3064	10577	3226
3065	10580	3223
3066	10583	3219
3067	10586	3216
3068	10589	3212
3069	10595	3209
3070	10599	3206
3071	10606	3204
3072	10609	3200
3073	10612	3196
3074	10615	3193
3075	10619	3189
3076	10621	3186
3077	10633	3185
3078	10637	3181
3079	10639	3178
3080	10642	3174
3081	10644	3170
3082	10648	3167
3083	10650	3163
3084	10655	3160
3085	10659	3157
3086	10662	3153
3087	10664	3149
3088	10667	3145
3089	10670	3142
3090	10672	3138
3091	10675	3134
3092	10677	3131
3093	10679	3127
3094	10682	3123
3095	10689	3121
3096	10691	3117
3097	10693	3113
3098	10696	3109
3099	10699	3106
3100	10704	3103
3101	10706	3099
3102	10710	3096
3103	10712	3092
3104	10717	3089
3105	10723	3086
3106	10725	3082
3107	10728	3079
3108	10734	3076
3109	10741	3073
3110	10743	3070
3111	10750	3067
3112	10755	3064
3113	10756	3060
3114	10759	3056
3115	10762	3053
3116	10766	3050
3117	10769	3046
3118	10772	3042
3119	10775	3039
3120	10778	3035
3121	10785	3033
3122	10788	3029
3123	10791	3025
3124	10794	3022
3125	10799	3019
3126	10802	3015
3127	10804	3012
3128	10808	3008
3129	10810	3004
3130	10817	3002
3131	10818	2998
3132	10821	2994
3133	10824	2991
3134	10827	2987
3135	10832	2984
3136	10835	2980
3137	10837	2977
3138	10841	2973
3139	10842	2969
3140	10845	2965
3141	10847	2962
3142	10850	2958
3143	10853	2954
3144	10856	2951
3145	10859	2947
3146	10860	2943
3147	10863	2940
3148	10866	2936
3149	10868	2932
3150	10870	2928
3151	10872	2925
3152	10875	2921
3153	10878	2917
3154	10881	2914
3155	10884	2910
3156	10887	2907
3157	10892	2904
3158	10897	2901
3159	10900	2897
3160	10903	2893
3161	10905	2890
3162	10908	2886
3163	10912	2883
3164	10916	2879
3165	10920	2876
3166	10923	2873
3167	10928	2870
3168	10931	2866
3169	10934	2862
3170	10937	2859
3171	10940	2855
3172	10944	2852
3173	10947	2849
3174	10950	2845
3175	10953	2841
3176	10956	2838
3177	10962	2835
3178	10965	2831
3179	10968	2828
3180	10971	2824
3181	10974	2821
3182	10977	2817
3183	10980	2813
3184	10982	2810
3185	10986	2806
3186	10988	2803
3187	10989	2799
3188	10992	2795
3189	10994	2791
3190	10997	2788
3191	11000	2784
3192	11003	2780
3193	11006	2777
3194	11008	2773
3195	11010	2769
3196	11013	2766
3197	11016	2762
3198	11019	2759
3199	11023	2755
3200	11027	2752
3201	11030	2749
3202	11033	2745
3203	11036	2741
3204	11041	2738
3205	11044	2735
3206	11047	2731
3207	11050	2728
3208	11052	2724
3209	11055	2720
3210	11058	2717
3211	11061	2713
3212	11064	2710
3213	11067	2706
3214	11070	2703
3215	11071	2699
3216	11074	2695
3217	11077	2691
3218	11080	2688
3219	11082	2684
3220	11086	2681
3221	11089	2677
3222	11091	2674
3223	11094	2670
3224	11097	2666
3225	11100	2663
3226	11103	2659
3227	11106	2656
3228	11109	2652
3229	11112	2649
3230	11114	2645
3231	11116	2641
3232	11118	2637
3233	11123	2634
3234	11126	2631
3235	11129	2627
3236	11132	2624
3237	11135	2620
3238	11137	2616
3239	11140	2613
3240	11143	2609
3241	11146	2606
3242	11149	2602
3243	11152	2598
3244	11153	2595
3245	11156	2591
3246	11159	2588
3247	11162	2584
3248	11166	2581
3249	11170	2577
3250	11172	2574
3251	11175	2570
3252	11178	2567
3253	11181	2563
3254	11184	2559
3255	11265	2574
3256	11269	2570
3257	11273	2567
